1.60558390617,ATT,0
2.58351588249,ATT,0
3.59500193596,ATT,0
4.59340882301,ATT,0
5.57921385765,ATT,0
6.57594299316,ATT,53
7.58043479919,ATT,43
8.56436395645,ATT,57
9.57238197327,ATT,81
10.5731389523,ATT,67
11.5520160198,ATT,70
12.5587069988,ATT,64
13.5644919872,ATT,47
14.5507428646,ATT,56
15.5539708138,ATT,60
16.5519449711,ATT,53
17.538438797,ATT,53
18.5463058949,ATT,60
19.5431289673,ATT,63
20.5281939507,ATT,63
21.5413839817,ATT,77
22.5359258652,ATT,81
23.5194740295,ATT,81
24.5221838951,ATT,84
25.5050008297,ATT,84
26.5071558952,ATT,84
27.5099418163,ATT,84
28.4911279678,ATT,84
29.4906179905,ATT,84
30.5085418224,ATT,84
31.4786880016,ATT,84
32.4806938171,ATT,84
33.4883539677,ATT,84
34.4686169624,ATT,84
35.4758849144,ATT,80
36.4824528694,ATT,80
37.4644069672,ATT,80
38.4670889378,ATT,80
39.4620838165,ATT,80
40.4515478611,ATT,80
41.4561347961,ATT,80
42.4560568333,ATT,80
43.4375,ATT,80
44.4408698082,ATT,80
45.4510128498,ATT,80
46.4325678349,ATT,80
47.4336178303,ATT,80
48.4375188351,ATT,80
49.4237799644,ATT,80
50.4002959728,ATT,80
51.424808979,ATT,80
52.4115447998,ATT,80
53.3889808655,ATT,90
54.414732933,ATT,90
55.4027810097,ATT,100
56.3876869678,ATT,80
57.4059808254,ATT,96
58.3859729767,ATT,90
59.368721962,ATT,88
60.3971648216,ATT,93
61.3836598396,ATT,88
62.3599989414,ATT,91
63.3860440254,ATT,96
64.3736829758,ATT,100
65.3476648331,ATT,100
66.3709290028,ATT,90
67.355932951,ATT,75
68.346364975,ATT,63
69.366109848,ATT,57
70.3474979401,ATT,66
71.3288187981,ATT,63
72.356087923,ATT,66
73.3414359093,ATT,66
74.3239479065,ATT,63
75.3206019402,ATT,67
76.3248128891,ATT,56
77.3152618408,ATT,64
78.2993059158,ATT,48
79.3148329258,ATT,48
80.3030178547,ATT,61
81.2853457928,ATT,56
82.30864501,ATT,83
83.2925817966,ATT,78
84.2790589333,ATT,67
85.2990138531,ATT,64
86.2838728428,ATT,51
87.2640588284,ATT,57
88.2861869335,ATT,69
89.266258955,ATT,78
90.2490129471,ATT,64
91.2736217976,ATT,47
92.2638559341,ATT,50
93.237967968,ATT,41
94.2651088238,ATT,47
95.2526478767,ATT,80
96.2327919006,ATT,64
97.2513329983,ATT,81
98.2439548969,ATT,81
99.2266008854,ATT,81
100.229466915,ATT,81
101.223865986,ATT,81
102.247649908,ATT,81
103.218271971,ATT,81
104.215010881,ATT,81
105.206543922,ATT,81
106.209563971,ATT,81
107.203883886,ATT,81
108.190313816,ATT,81
109.197162867,ATT,0
110.197659016,ATT,0
111.176455021,ATT,0
112.18082881,ATT,0
113.187395811,ATT,0
114.174093008,ATT,0
115.169850826,ATT,0
116.177606821,ATT,0
117.162932873,ATT,0
118.166977882,ATT,0
119.164098978,ATT,0
120.149048805,ATT,0
121.154224873,ATT,0
122.158167839,ATT,0
123.136235952,ATT,0
124.146826029,ATT,0
125.123163939,ATT,0
126.131529808,ATT,0
127.134313822,ATT,0
128.124516964,ATT,0
129.11903882,ATT,0
130.123103857,ATT,0
131.106999874,ATT,0
132.107649803,ATT,0
133.109368801,ATT,0
134.094456911,ATT,0
135.100121975,ATT,0
136.102022886,ATT,0
137.113221884,ATT,0
138.094030857,ATT,0
139.095534801,ATT,0
140.070787907,ATT,0
141.077765942,ATT,0
142.075441837,ATT,0
143.059347868,ATT,0
144.069109917,ATT,0
145.070406914,ATT,0
146.048207998,ATT,0
147.057989836,ATT,0
148.061739922,ATT,0
149.045851946,ATT,0
150.025945902,ATT,0
151.046729803,ATT,0
152.034476995,ATT,0
153.019688845,ATT,0
154.051734924,ATT,0
155.01805687,ATT,0
156.004665852,ATT,0
157.029201984,ATT,0
158.008102894,ATT,0
158.994637012,ATT,0
160.014205933,ATT,0
161.004392862,ATT,0
161.982115984,ATT,0
163.00797987,ATT,0
163.991881847,ATT,0
164.979602814,ATT,0
165.998070955,ATT,0
166.987566948,ATT,0
167.967173815,ATT,0
168.984376907,ATT,0
169.96685195,ATT,0
170.958335876,ATT,0
171.973034859,ATT,0
172.958444834,ATT,0
173.939491987,ATT,0
174.924676895,ATT,0
175.951730013,ATT,0
176.929623842,ATT,0
177.913755894,ATT,0
178.939435005,ATT,0
179.928413868,ATT,0
180.907219887,ATT,0
181.92809391,ATT,0
182.916960001,ATT,0
183.894639015,ATT,0
184.921876907,ATT,0
185.905888796,ATT,0
186.88210988,ATT,0
187.910660028,ATT,0
188.897145987,ATT,0
